3
1000 674 1011
0.0207977 0.00847645 -0.0115067 
0.00215366 -0.0177864 -0.019 
-0.000404404 0.0224665 -0.0173213 
-0.00578533 -0.00480503 -0.019 
0.00211348 0.0110767 5.551119999999999e-17 
0.0102845 -0.00301037 -0.019 
0.0110878 -0.0195406 -0.0120691 
0.0026266 0.00134532 -0.019 
0.00497504 -0.0218711 -0.0120785 
0.0192809 -0.0114846 -0.0163096 
-0.0198394 -0.00968462 -0.019 
0.00764379 0.00973132 5.551119999999999e-17 
0.0112127 0.00555194 -0.019 
-0.0050476 -0.00177406 -0.019 
-0.008036969999999999 -0.0209338 -0.019 
-0.00179704 0.00455755 2.70377e-17 
0.0148788 -0.0167807 -0.0056246 
-0.0224232 0.00125663 -0.0121135 
-0.000512388 0.00743491 2.81118e-17 
-0.0200875 -0.00999415 -0.0043442 
0.0154555 0.00781018 -0.0025638 
-0.00383762 0.0058988 3.3294e-17 
0.0201038 -0.00996407 -0.00669671 
0.00505371 -0.0138223 1.06734e-17 
-0.00344505 -0.0222145 -0.000962786 
0.00206542 -0.0104411 -0.019 
-0.0160283 0.0157226 -0.0126013 
0.0141199 0.0174794 -0.012371 
4.68236e-06 0.0222102 5.551119999999999e-17 
0.0177916 -0.0136485 -0.00119882 
0.0177386 0.00136074 -0.019 
-0.0223633 0.00221648 -0.00283252 
0.0133714 -0.00959231 -0.019 
0.0218944 -0.00502693 -0.00712893 
0.0197427 -0.0106313 -0.00631325 
-0.0153806 -0.0163188 -0.00889948 
0.0181332 0.00244969      0 
0.00394446 -0.00675036 -0.019 
0.014597 -0.0170401 -0.00496785 
-0.008031669999999999 0.000765659 3.5526e-17 
0.0216351 0.00603715 -0.00593063 
-0.0088562 -0.00436967 -0.019 
-0.0184362 0.00401618 -0.019 
-0.0154853 0.00495813 5.91902e-18 
0.0133845 -0.0102176 3.60623e-17 
-0.021759 0.00567643 -0.007815839999999999 
0.0144232 -0.00311256 -0.019 
-0.00607859 -0.0175106      0 
-0.0113271 -0.00310585      0 
-0.00838037 -0.0208095 -0.00169153 
0.00451526 -0.0106909 -0.019 
0.0108636 0.019687 -0.00151756 
0.000440472 0.0218173 -0.019 
0.010936 -0.0196397 -0.0121805 
0.00602551 -0.00604694 -0.019 
0.0100261 0.00198826      0 
0.00988415 -0.0114852 2.48153e-17 
-0.00750191 -0.0123639      0 
0.00206072 0.0223292 -0.00791352 
0.0216069 0.00611955 -0.00177073 
-0.0162717 0.0154985 -0.00239543 
-0.009022779999999999 -0.0205277 -0.00455097 
-0.0134069 -0.017617 -0.019 
-0.006169 0.0215688 -0.0117194 
-0.0218839 0.00508932 -0.0142456 
-0.0111271 -0.00394154 -0.019 
-0.00726881 -0.00583016 -0.019 
-0.0162381 -0.0155294 -0.0161046 
0.0186512 0.012544 -0.016616 
-0.0116017 -0.0176522      0 
-0.0118816 0.009642899999999999 5.551119999999999e-17 
0.0178641 0.0135553 -0.0180019 
-0.00872235 -0.0206595 -0.015652 
0.0144173 0.010602 -0.019 
0.00769044 -0.00350515 -0.019 
-0.0130855 0.0154568 3.33515e-17 
0.0045261 0.0219848 -0.0172239 
-0.0133711 0.00139868 -0.019 
-0.00590425 -0.00176222 -0.019 
0.0160579 0.0117559 5.551119999999999e-17 
0.0030037 -0.0125008 -0.019 
0.00389048 0.0221457 -0.00299834 
0.0178187 -0.00857107 4.4169e-17 
0.0190309 0.0119467 -0.0166161 
-0.0105323 -0.0198656 -0.0189582 
0.0131331 -0.0158811 4.83247e-17 
0.0163548 0.015422 -0.0189209 
-0.0198866 -0.0103654 -0.00342707 
0.0208017 0.00846479 -0.00744211 
0.00271355 -0.0182183 -0.019 
-0.00204606 -0.020341 -0.019 
0.00130145 0.009405159999999999 5.551119999999999e-17 
0.00254566 0.0222891 -0.00189316 
0.0182612 -0.000854209 1.34729e-17 
0.0176833 0.00539775      0 
0.0122299 0.000558605 -0.019 
-0.0148436 -0.010837      0 
0.008497589999999999 -0.0154266 -0.019 
-0.00536697 0.000722026 -0.019 
-0.00551725 -0.0135118      0 
-0.00961675 -0.0197636 -0.019 
-0.00745091 0.0198941 5.551119999999999e-17 
-0.0191265 0.0117699 -0.0126707 
0.0187428 -0.00157544 -0.019 
-0.0103309 -0.0199539 -0.0014629 
0.0125951 -0.0115864 3.6066e-17 
-0.0161068 -4.97424e-05 2.0568e-17 
-0.00588787 0.0213395 5.551119999999999e-17 
-0.00855619 -0.0123884 -0.019 
0.00830205 -0.0208439 -0.0175909 
0.0176294 0.00863742 -0.019 
0.019689 -0.0107306 -0.00970303 
0.0131645 -0.009369860000000001 -0.019 
-0.00502937 -0.00378697 -0.019 
0.0124897 0.0180715 5.551119999999999e-17 
0.009070949999999999 -0.0036315 3.09097e-18 
0.0202794 0.00963961 -0.00639067 
0.0134947 0.00644572 -0.000373788 
0.000209522 -0.0224826 -0.0124461 
0.0186429 -0.00179427 -0.019 
-0.00120184 -0.0224004 -0.00982394 
0.0146712 0.0132625 5.551119999999999e-17 
0.0033132 0.0222255 -0.00547034 
0.0179731 0.0134153 -0.000776422 
-0.00655235 0.0065854 -0.019 
0.00249584 -0.0222932 -0.00688484 
-0.0184852 -0.00317795 3.62423e-17 
-0.00645463 -0.0214964 -0.011573 
-0.0122312 -0.0109621 -0.019 
-0.0131705 -8.388140000000001e-05      0 
-0.00667892 -0.0148156      0 
0.020713 -0.00872321 -0.00659052 
-0.0138506 0.00147339 -0.019 
0.00273866 0.0222731 -0.0023297 
-0.0156957 -0.0160288 -0.00178106 
-0.000821413 0.0154795 5.551119999999999e-17 
-0.0142843 0.017328 -0.0109571 
-0.0173149 0.014261 -0.00548678 
-0.00265799 -0.00766884 1.24474e-17 
-0.0176508 0.0138295 -0.0127368 
0.00374682 -0.0221821 -0.000297099 
0.0154331 0.00827347 -0.00117332 
-0.0150201 -0.0121909      0 
-0.0110897 -0.0195393 -0.0182141 
0.0114403 0.0193103 -0.00571757 
0.0168303 0.0148836 -0.0130299 
-0.0112007 0.0194668 -0.00729281 
0.0224232 0.00133527 -0.017918 
-0.0187207 0.00499083 -0.019 
0.00118056 -0.00219144 1.14543e-17 
-0.00615355 0.00639185 3.90083e-17 
-0.0047748 0.000863954 -0.019 
-0.0033715 0.0106688 -0.019 
-0.0223236 0.0024546 -0.00520431 
0.0222048 0.0031665 -0.016427 
0.0132151 0.00796564 -0.019 
-0.00743769 0.0160084 -0.019 
-0.00644841 -0.0172392 -0.019 
0.0161891 0.0155746 -0.00517654 
0.0197191 0.00200768      0 
0.0131204 0.0134662 -0.019 
-0.0221784 0.00332482 -0.0156141 
0.0118889 0.00723098 -0.019 
-0.00411367 0.010406 -0.019 
-0.00275271 -0.0222719 -0.00617133 
-0.0189981 -0.0120072 -0.00718019 
0.00242555 -0.022299 -0.0158997 
